1164,865,2.50,2017-04-20 00:00:00,2017-04-30 00:00:00,
1218,68,1.00,2017-01-01 00:00:00,2017-12-31 00:00:00,
1220,250,1.00,2017-01-01 00:00:00,2018-01-01 00:00:00,
1221,843,1.00,2016-12-31 21:21:00,2017-12-31 21:00:00,
53,858,3.10,2016-12-31 21:00:00,2017-12-31 20:00:00,
1219,824,1.50,2016-12-31 18:31:00,2017-12-30 18:00:00,
