906,213       ,GR. HORCHATA ALMENDRA (G)     ,GR. HORCHATA ALMENDRA (G)                                                                           ,100,5,,,2.30,,,,,,,
907,212       ,GR. HORCHATA CHUFA (P)        ,GR. HORCHATA CHUFA (P)                                                                              ,100,5,,,1.70,,,,,,,
908,211       ,GR. HORCHATA CHUFA (G)        ,GR. HORCHATA CHUFA (G)                                                                              ,100,5,,,2.10,,,,,,,
909,210       ,GR. CAFE VERANO (P)           ,GR. CAFE VERANO (P)                                                                                 ,100,5,,,1.45,,,,,,,
910,209       ,GR. CAFE VERANO (G)           ,GR. CAFE VERANO (G)                                                                                 ,100,5,,,1.80,,,,,,,
911,208       ,GR. LECHE (P)                 ,GR. LECHE (P)                                                                                       ,100,5,,,1.45,,,,,,,
912,207       ,GR. LECHE (G)                 ,GR. LECHE (G)                                                                                       ,100,5,,,1.80,,,,,,,
913,206       ,GR. CAFE (P)                  ,GR. CAFE (P)                                                                                        ,100,5,,,1.45,,,,,,,
914,205       ,GR. CAFE (G)                  ,GR. CAFE (G)                                                                                        ,100,5,,,1.80,,,,,,,
915,204       ,GR. CAFE DESC (P)             ,GR. CAFE DESC (P)                                                                                   ,100,5,,,1.45,,,,,,,
916,203       ,GR. CAFE DESC (G)             ,GR. CAFE DESC (G)                                                                                   ,100,5,,,1.80,,,,,,,
917,202       ,GR. LIMON (P)                 ,GR. LIMON (P)                                                                                       ,100,5,,,1.45,,,,,,,
918,201       ,GR. LIMON (G)                 ,GR. LIMON (G)                                                                                       ,100,5,,,1.80,,,,,,,
919,196       ,POKEMON (JIJONENCA)           ,POKEMON (JIJONENCA)                                                                                 ,110,5,,,2.30,,,,,,,
920,190       ,JUMPY CREAM                   ,JUMPY CREAM                                                                                         ,110,5,,,1.00,,,,,,,
921,189       ,MINILACASITOS                 ,MINILACASITOS                                                                                       ,110,5,,,1.20,,,,,,,
922,188       ,XUPI LIMON                    ,XUPI LIMON                                                                                          ,110,5,,,1.00,,,,,,,
923,187       ,XUPI FRESA                    ,XUPI FRESA                                                                                          ,110,5,,,1.00,,,,,,,
924,186       ,DIGIMON                       ,DIGIMON                                                                                             ,110,5,,,2.30,,,,,,,
925,185       ,PIKAPOLO                      ,PIKAPOLO                                                                                            ,110,5,,,1.50,,,,,,,
926,184       ,PINK MOUSE                    ,PINK MOUSE                                                                                          ,110,5,,,1.00,,,,,,,
927,183       ,ZOO LOCO (MENORQUINA)         ,ZOO LOCO (MENORQUINA)                                                                               ,110,5,,,2.55,,,,,,,
928,182       ,PUNKY (MENORQUINA)            ,PUNKY (MENORQUINA)                                                                                  ,110,5,,,2.00,,,,,,,
